"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"France","FRA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Faroe Islands","FRO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","10.6","10.7","10.8","10.8","10.9","11","11.1","11.3","11.6","11.7","12","12.1","12.4","12.3","12.9","12.8","12.9","13.1","13.1","13.2","13.4","13.2","","",
"Gabon","GAB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.4","65.95","67.6","69.4","71","72.9","74.4","76","77.4","79","80.7","82","83.2","84.2","85.3","86.3","87.2","88","88.8","89.3","90","90.4","90.9","","",
"United Kingdom","GBR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Georgia","GEO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.7","47.5","48.8","50.3","52.1","53.7","55.7","58.2","60.7","62.8","66","68.5","71","74.2","76.8","79.2","81.9","84.2","86","87.8","89.6","90.9","92.2","","",
"Ghana","GHA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","6.8","7.5","8.2","8.9","9.8","10.7","11.8","12.75","13.8","15.3","16.6","17.6","19.1","20.2","21.6","22.9","24.2","25.9","26.9","28.3","29.7","31","","",
"Gibraltar","GIB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.9","0.9","1","1","1.1","","",
"Gambia, The","GMB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.7","3.6","3.5","3.5","3.4","3.2","3.1","3","2.9","2.7","2.4","2.3","2.3","2.1","2","1.9","1.8","1.8","1.8","1.8","1.7","1.7","","",
"Guinea-Bissau","GNB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.3","1.3","1.2","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1","1","0.9","","",
"Equatorial Guinea","GNQ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19.7","19.9","20.1","20.3","20.9","21.2","21.6","22.1","22.6","22.9","23","23.5","23.4","23.6","23.7","23.65","23.3","23.3","23.1","22.8","22","21.9","","",
"Greece","GRC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Grenada","GRD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.2","92.7","92.9","93.1","93.2","93.5","93.4","93.2","93","92.8","92.7","92.3","92","91.5","90.75","90.4","89.5","88.9","88.2","87.5","86.7","85.6","84.8","","",
"Greenland","GRL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.7","39.8","38.9","38.3","37.6","37.2","36.8","36.4","36.5","36.5","36.6","37.2","37.6","37.8","38.7","39.3","40.2","41","42","43.2","44","45","46.2","","",
"Guam","GUM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"High income","HIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9635443274565","99.9520980468692","99.9531358635003","99.9539111891844","99.9550554093918","99.9440406448997","99.9453741333649","99.9354415362226","99.936907899654","99.9379545677851","99.9278250139251","99.9292052335913","99.9196095032336","99.9207301822411","99.933147379004","99.923361728883","99.9249359265825","99.9264227808129","99.9275721441721","99.9287536951991","99.9192764087881","99.9097012329909","99.9217465193567","","",
"Hong Kong SAR, China","HKG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.1","32.1","33.4","34.8","36.2","37.5","38.9","39.8","40.75","42.1","42.4","43.4","44.1","44.5","45","45.9","46.5","46.9","47.6","48.1","48.9","49.4","50.1","","",
"Heavily indebted poor countries (HIPC)","HPC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8915460421185","6.16826519043367","6.46991927685698","6.80255925738179","7.16534251729501","7.53435416161284","7.9480187075757","8.37122790578056","8.7304356734014","9.22998201961535","9.68226365186862","10.1391982808685","10.625006734367","11.078728579382","11.6244490222967","12.1690066722705","12.7647558598399","13.341090153555","13.9486799211862","14.5872149485146","15.2669748229968","15.9051293780962","16.6108368847664","","",
"Croatia","HRV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Haiti","HTI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.7","2.8","3","3.1","3.2","3.2","3.5","3.4","3.6","3.6","3.7","3.8","3.8","3.8","3.9","3.9","4","4.1","4.2","4.3","4.4","4.5","","",
"Hungary","HUN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"IBRD only","IBD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.5137407944372","48.3851089907821","49.3957025932746","50.3725892604675","51.5155794548001","52.4965952131119","53.7935506458385","55.1379294609823","56.7366300345561","58.414784800644","60.153131422662","62.0390478896959","63.9787323017995","66.1707463317497","68.2360817988085","70.3533001504147","72.6551159825005","74.8349659740801","77.1310069512508","79.2281614073443","81.3453724129985","83.2551250748361","85.1483534290349","","",
"IDA & IBRD total","IBT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6608978079287","40.3432206718021","41.1414519573074","41.9074300241435","42.803598459717","43.5776460245437","44.5948428361317","45.6648177625756","46.912404071237","48.2256139073487","49.590414191554","51.059350228674","52.5820954616242","54.2826459700323","55.9008829445557","57.5891599620599","59.4216176983881","61.1745923191656","63.0499070808241","64.7792119626476","66.5174369974405","68.0775455133123","69.612374145127","","",
"IDA total","IDA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1416026370579","12.5073609626751","12.9385840028036","13.3606168692965","13.7972413067007","14.2626455261207","14.7637139678641","15.3738168750985","15.9254006564436","16.5109899490572","17.1431546247594","17.7543965505007","18.4053090011182","18.9835871834271","19.6553233624187","20.4937006780027","21.4070188625164","22.4073460966343","23.6087071541856","24.8727735216319","26.182592687515","27.4562912646999","28.7130065793872","","",
"IDA blend","IDB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6528647892147","18.0175989438702","18.5695355588481","19.0787219246057","19.4183194337757","19.9432277711051","20.3864085520468","20.9900078047677","21.5873729456482","22.166049861487","22.8369830485554","23.4529241082348","24.2405698480071","24.966128499544","25.8914906747441","27.1002966271123","28.4007984129755","29.9080701407956","31.943047021266","34.0043856915215","36.1441898337264","38.2078439347208","40.0882250121894","","",
"Indonesia","IDN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","7.5","8.8","10.4","12.5","15","18.5","23","28.45","34.2","40.6","46.6","52.6","58.1","63","67.3","71.6","75.5","78.9","82.1","84.8","87.2","89.1","","",
"IDA only","IDX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.19616117322484","9.55316372014649","9.91656696323318","10.2896563221876","10.7723484158019","11.2003960104358","11.7286143199595","12.3337529637832","12.8495554265129","13.4283803841684","14.029451095321","14.6318939087277","15.2058725034575","15.7009553377452","16.2343959057314","16.873521497856","17.5844036904461","18.3187352093968","19.0780947852073","19.9254570228135","20.8027204943246","21.6639549375716","22.5990003795768","","",
"Isle of Man","IMN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6","23.9","25.1","26","27.3","28.1","29.3","30.65","31.9","33.4","35.3","37.2","39.2","42","44.4","47.4","50.9","54.3","58.6","62.2","66.8","70.5","74.5","","",
"Not classified","INX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Iran, Islamic Rep.","IRN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.2","91.5","92.5","93.7","94.3","95.05","95.7","96","96.5","96.8","96.9","97","97.1","97.1","97.1","97.1","97","96.8","96.6","96.5","96.4","96.1","95.8","","",
"Iraq","IRQ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.85","69.8","74.4","78.6","82.5","86","88.5","90.8","92.7","94.2","95.3","96.3","97.1","97.7","98.2","98.5","98.8","99","99.1","99.3","99.3","99.4","99.4","","",
"Iceland","ISL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Israel","ISR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Italy","ITA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Jamaica","JAM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.8","77.6","79.5","80.9","82.4","83.2","84.5","85.2","85.7","86.2","86.3","86.1","85.9","85.4","84.8","83.8","82.7","81.7","79.8","79.1","76.4","74.7","72.8","","",
"Jordan","JOR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6","99.6","99.7","99.7","99.8","99.8","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.8","99.8","","",
"Japan","JPN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Kazakhstan","KAZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.2","85.4","86.1","86.9","87.9","88.8","89.3","89.6","90.5","91.2","91.6","92.1","92.4","92.8","93","93.2","93.4","93.4","93.4","93.4","93.5","93.3","93.1","","",
"Kenya","KEN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","2.2","2.5","3","3.5","4.1","4.7","5.2","5.9","6.5","7","7.6","8.5","9.5","10.6","11.9","13.8","15.75","18.1","20.7","23.6","26.4","30","","",
"Kyrgyz Republic","KGZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.9","54.2","56.1","57.9","60.4","62.1","64.3","66.1","68.2","70.1","71.5","72.8","74.2","75.1","76","76.6","76.9","77.2","77.3","77.3","77.1","77.3","77","","",
"Cambodia","KHM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","4.1","4.6","5.2","6.1","6.8","7.5","8.4","9.4","10.4","11.5","12.9","14.5","16.1","18.2","20.7","23.4","26.9","31.2","35.7","41.3","47.2","53.5","","",
"Kiribati","KIR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.9","1","1.1","1.3","1.5","1.7","1.9","2.2","2.6","3","3.5","4.1","4.7","5.5","6.3","7.2","8.2","9.3","10.45","11.8","13.3","14.8","","",
"St. Kitts and Nevis","KNA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Korea, Rep.","KOR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Kuwait","KWT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Latin America & Caribbean (excluding high income)","LAC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.1909507708685","79.146273934331","79.8286129936614","80.5656250183943","81.2517202362017","81.7992393947327","82.3383761995922","82.8127358472138","83.3572458329772","83.7755076836894","84.2195826249608","84.6314988424495","85.0271135848638","85.4308568709613","85.7850821155101","86.1563236239769","86.4973632061742","86.8621611054283","87.1872945967582","87.5377145597971","87.7780725851524","88.0739485167454","88.2558002971617","","",
"Lao PDR","LAO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.4","1.5","1.6","1.8","2","2.3","2.5","2.9","3.2","3.5","4","4.3","4.8","5.2","5.8","6.2","6.8","7.3","8","8.7","9.4","10.2","","",
"Lebanon","LBN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.6","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.4","0.4","0.4","0.4","0.5","0.5","0.6","0.7","0.7","0.8","","",
"Libya","LBY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.4","86.9","88.3","89.8","91.1","92.2","93","93.8","94.4","94.9","95.2","95.6","95.6","95.7","95.5","95.3","95.1","94.7","94.5","94","93.6","93.1","92.5","","",
"Latin America & Caribbean","LCN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.215528808289","81.0754060253127","81.6817918157461","82.3412952128129","82.960574182225","83.4523136305356","83.9348458278305","84.3639673908311","84.8508178502505","85.2332493014737","85.6291666662882","85.9969471348798","86.3648054523807","86.7193441846513","87.0402689684712","87.3657743759813","87.6639864256205","87.9845249676485","88.2584332266412","88.559544469625","88.7565925850242","89.0031269320415","89.1615763478038","","",
"Least developed countries: UN classification","LDC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.53537267378529","6.82876651247461","7.13983463318438","7.47394766230025","7.89648271652061","8.29416206510097","8.74781254477577","9.24173641155789","9.72194628059526","10.3001203039978","10.902026565282","11.5022543014602","12.1578319151472","12.7906829892958","13.4910259369918","14.2394794208394","15.0063378079658","15.7801619631","16.5364021855076","17.3936692348809","18.2886944249659","19.1555765031266","20.0981860541922","","",
"Low income","LIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2350879710233","10.5580746797758","10.9057020104381","11.219566447403","11.6464270000542","12.0528432235303","12.6145525053074","13.2553761425701","13.7184745399819","14.1848892205097","14.6224581670371","15.0051788672347","15.3022304200514","15.4356828062874","15.5378075457041","15.7176909118354","16.0229215945809","16.3626341727221","16.6718760533261","17.0843903463325","17.4595454978537","17.7863586021295","18.2440856156555","","",
"Liechtenstein","LIE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","17.3","17.7","18.2","18.6","19.2","19.7","20.4","20.6","21.3","21.8","22.7","23.3","24","24.9","26","27.3","28.7","29.9","31.1","32.6","34.1","35.5","","",
"Lower middle income","LMC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.3302399478302","24.4150027376298","25.4642304806555","26.329292568662","27.3594304050344","28.1585765651041","29.1350177310308","30.203441383298","31.233901862433","32.3741477241099","33.7610147595847","35.1823353836744","36.6861318328085","38.6207046204656","40.398588759823","42.5598118256581","44.9567424936938","47.3311511303681","50.2168747727847","52.7490389816951","55.7479928931944","58.2632520049501","60.8631688816302","","",
"Low & middle income","LMY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.7643309258381","37.5655982584081","38.48431516053","39.3611562621181","40.3706552183923","41.2540121827806","42.3856489714165","43.5731382665007","44.942231664827","46.3729216211545","47.8612485766346","49.4518520618136","51.0975057249661","52.9285079384698","54.666216788327","56.4820227940553","58.4451485777844","60.3273600031922","62.3397752195178","64.1964908889463","66.0649063751712","67.747920509316","69.3877457657907","","",
"Lesotho","LSO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","17.7","19.2","20.85","22.4","23.9","25.4","26.9","28.5","29.8","31.1","32.4","33.6","34.9","35.9","36.8","37.8","38.7","39.2","39.8","40.2","41.1","41.5","","",
"Late-demographic dividend","LTE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.5428748259182","55.1565102915322","56.0907074698956","57.1246545860057","58.2444682457969","59.2942511361963","60.7144334226862","62.1132805843506","63.9274513006603","65.7798875955771","67.468077215699","69.4940135266342","71.5554816680009","73.7301099705338","75.9304882004756","77.9456380486852","80.0440681858162","81.9964438356263","83.7026753734786","85.4187333694908","86.6613404552052","88.0483557074937","89.299240707828","","",
"Lithuania","LTU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Luxembourg","LUX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Latvia","LVA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Macao SAR, China","MAC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8","90.9","91.7","92.5","93.2","93.9","94.6","95.1","95.7","96.2","96.6","96.9","97.2","97.7","97.7","97.9","97.9","98.1","98.1","98.1","98.1","98","97.9","","",
"Monaco","MCO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Moldova","MDA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.6","66.7","70.4","74.5","78.2","81.6","84.5","86.9","89","90.7","92","93.1","94.1","94.9","95.65","96.1","96.6","96.8","97","97.3","97.4","97.4","97.6","","",
"Madagascar","MDG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.2","1.2","1.2","1.1","1.1","1.1","1","1","1","1","0.9","1","1","1","1","1","1","1.1","1.3","1.35","1.45","1.5","","",
"Maldives","MDV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7","30.8","40.4","51.3","61.8","70.9","78.3","83.8","88","91.1","93.4","95","96.3","97.2","97.9","98.4","98.8","99.1","99.3","99.5","99.6","99.7","99.7","","",
